cik,name,event_date,form,accession,route,confirm_detail
0001970509,Haymaker Acquisition Corp. 4,2026-04-14,8-K,0001104659-26-043241,A,8k-text:merger:1;target:2;acquirer:2;defence:1;nonmerger:2;via-primary
0001970622,"USA Rare Earth, Inc.",2024-11-13,8-K,0001213900-24-097548,A,8k-text:merger:1;via-primary
0001970622,"USA Rare Earth, Inc.",2025-01-28,8-K,0001213900-25-007594,A,8k-text:merger:1;via-primary
0001970622,"USA Rare Earth, Inc.",2025-02-05,8-K,0001213900-25-010589,A,8k-text:merger:1;via-primary
0001970622,"USA Rare Earth, Inc.",2025-03-11,8-K,0001213900-25-022829,A,8k-text:merger:1;via-primary
0001970622,"USA Rare Earth, Inc.",2026-03-05,8-K,0001213900-26-023868,A,8k-text:merger:3;via-primary
0001970622,"USA Rare Earth, Inc.",2026-07-16,8-K,0001213900-26-078760,A,8k-text:merger:3;via-primary
0001970622,"USA Rare Earth, Inc.",2026-08-07,8-K,0001213900-26-086814,A,8k-text:merger:3;via-primary
0001971387,"Liminatus Pharma, Inc.",2025-05-06,8-K,0001104659-25-045127,A,8k-text:merger:1;target:3;acquirer:1;defence:1;nonmerger:1;via-primary
0001971387,"Liminatus Pharma, Inc.",2026-05-20,8-K,0001104659-26-064585,A,8k-text:merger:1;via-primary
0001973056,Bowen Acquisition Corp,2024-12-05,8-K,0001493152-24-048890,A,8k-text:merger:2;via-primary
0001975218,Nabors Energy Transition Corp. II,2025-07-17,8-K,0001104659-25-068711,A,8k-text:merger:2;via-primary
0001975218,Nabors Energy Transition Corp. II,2025-08-15,8-K,0001104659-25-079333,A,8k-text:merger:2;via-primary
0001975218,Nabors Energy Transition Corp. II,2025-09-18,8-K,0001104659-25-090937,A,8k-text:merger:2;via-primary
0001975736,KKR FS Income Trust Select,2026-02-19,8-K,0001104659-26-017521,A,8k-text:text-truncated:primary-truncated
0001978867,Cadeler A/S,2023-11-07,SC TO-T,0001104659-23-115074,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001979005,"Aimei Health Technology Co., Ltd.",2025-06-11,8-K,0001641172-25-014697,A,8k-text:merger:2;via-primary
0001980845,enGene Holdings Inc.,2023-10-31,8-K,0001193125-23-267243,A,8k-text:merger:2;target:1;acquirer:2;defence:2;nonmerger:2;via-primary
0001981535,"SharpLink Gaming, Inc.",2025-04-03,8-K,0001641172-25-002496,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001996862,Bunge Global SA,2025-06-13,8-K,0001996862-25-000138,A,8k-text:merger:1;via-primary
0002000410,Eureka Acquisition Corp,2026-03-17,8-K,0001213900-26-028606,A,8k-text:merger:1;via-primary
0002000410,Eureka Acquisition Corp,2026-04-08,8-K,0001213900-26-041478,A,8k-text:merger:1;via-primary
0002000410,Eureka Acquisition Corp,2026-05-06,8-K,0001213900-26-052899,A,8k-text:merger:1;via-primary
0002000410,Eureka Acquisition Corp,2026-06-10,8-K,0001213900-26-067308,A,8k-text:merger:1;via-primary
0002000410,Eureka Acquisition Corp,2026-06-23,8-K,0001213900-26-070821,A,8k-text:merger:1;via-primary
0002000410,Eureka Acquisition Corp,2026-07-10,8-K,0001213900-26-076814,A,8k-text:merger:1;via-primary
0002000410,Eureka Acquisition Corp,2026-08-13,8-K,0001213900-26-089205,A,8k-text:merger:1;via-primary
0002001557,"Innventure, Inc.",2024-10-09,8-K,0001140361-24-043179,A,8k-text:merger:1;target:3;acquirer:1;defence:1;via-primary
0002002038,Legato Merger Corp. III,2026-02-26,8-K,0001829126-26-001675,A,8k-text:merger:1;via-primary
0002006291,Churchill Capital Corp IX/Cayman,2025-06-06,8-K,0001193125-25-136264,A,8k-text:merger:4;target:1;acquirer:2;defence:1;via-primary
0002007825,Churchill Capital Corp X/Cayman,2025-09-08,8-K,0001193125-25-197773,A,8k-text:merger:4;target:1;acquirer:2;defence:1;via-primary
0002007825,Churchill Capital Corp X/Cayman,2026-02-17,8-K,0001193125-26-053097,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0002009312,Aureus Greenway Holdings Inc,2026-07-20,8-K,0001493152-26-033903,A,8k-text:merger:3;via-primary
0002010653,Future Vision II Acquisition Corp.,2026-03-11,8-K,0001829126-26-002197,A,8k-text:merger:1;via-primary
0002010653,Future Vision II Acquisition Corp.,2026-04-13,8-K,0001829126-26-003454,A,8k-text:merger:1;via-primary
0002010653,Future Vision II Acquisition Corp.,2026-05-13,8-K,0001829126-26-005067,A,8k-text:merger:1;via-primary
0002010653,Future Vision II Acquisition Corp.,2026-06-12,8-K,0001829126-26-006401,A,8k-text:merger:1;via-primary
0002010653,Future Vision II Acquisition Corp.,2026-07-13,8-K,0001829126-26-007528,A,8k-text:merger:1;via-primary
0002010653,Future Vision II Acquisition Corp.,2026-08-17,8-K,0001829126-26-008936,A,8k-text:merger:1;via-primary
0002016072,M3-Brigade Acquisition V Corp.,2025-07-08,8-K,0001213900-25-061915,A,8k-text:merger:1;target:2;acquirer:2;defence:1;nonmerger:2;via-primary
0002019804,Terrestrial Energy Inc. /DE/,2025-11-03,8-K,0001213900-25-105304,A,8k-text:merger:1;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0002022416,Silexion Therapeutics Corp,2024-08-21,8-K,0001213900-24-071491,A,8k-text:merger:2;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0002024203,Cayson Acquisition Corp,2025-09-12,8-K,0001493152-25-013142,A,8k-text:merger:3;via-primary
0002024203,Cayson Acquisition Corp,2026-03-20,8-K,0001493152-26-011864,A,8k-text:merger:3;via-primary
0002024203,Cayson Acquisition Corp,2026-06-25,8-K,0001493152-26-030134,A,8k-text:merger:3;via-primary
0002024306,JFB Construction Holdings,2026-02-18,8-K,0001493152-26-007359,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0002025608,Soulpower Acquisition Corp.,2026-03-31,8-K,0001493152-26-014224,A,8k-text:merger:1;via-primary
0002027708,"Cantor Equity Partners I, Inc.",2026-08-20,8-K,0001213900-26-092163,A,8k-text:merger:1;via-primary
0002028201,Columbus Acquisition Corp/Cayman Islands,2026-05-11,8-K,0001213900-26-054549,A,8k-text:merger:1;via-primary
0002028201,Columbus Acquisition Corp/Cayman Islands,2026-05-22,8-K,0001213900-26-060545,A,8k-text:merger:1;via-primary
0002028201,Columbus Acquisition Corp/Cayman Islands,2026-08-04,8-K,0001213900-26-085077,A,8k-text:merger:1;via-primary
0002028201,Columbus Acquisition Corp/Cayman Islands,2026-08-04,8-K,0001213900-26-085084,A,8k-text:merger:1;via-primary
0002028201,Columbus Acquisition Corp/Cayman Islands,2026-08-06,8-K,0001213900-26-086245,A,8k-text:merger:1;via-primary
0002028336,NEW ERA HELIUM INC.,2024-12-12,8-K,0001104659-24-128000,A,8k-text:merger:3;target:3;acquirer:1;defence:1;nonmerger:4;via-primary
0002028355,Maywood Acquisition Corp.,2025-10-14,8-K,0001213900-25-098424,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0002028355,Maywood Acquisition Corp.,2025-12-22,8-K,0001213900-25-124634,A,8k-text:merger:1;via-primary
0002028355,Maywood Acquisition Corp.,2026-01-09,8-K,0001213900-26-002931,A,8k-text:merger:1;via-primary
0002028355,Maywood Acquisition Corp.,2026-04-03,8-K,0001213900-26-039944,A,8k-text:merger:1;via-primary
0002028355,Maywood Acquisition Corp.,2026-07-17,8-K,0001213900-26-079194,A,8k-text:merger:1;via-primary
0002028614,Drugs Made In America Acquisition Corp.,2026-07-20,8-K,0001213900-26-079678,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0002030829,Shepherd Ave Capital Acquisition Corp,2026-04-15,8-K,0001929980-26-000151,A,8k-text:merger:2;via-primary
0002032950,Horizon Space Acquisition II Corp.,2026-02-18,8-K,0001213900-26-017658,A,8k-text:merger:1;via-primary
0002034268,"Cantor Equity Partners III, Inc.",2026-05-11,8-K,0001213900-26-054575,A,8k-text:merger:1;via-primary
0002034269,"Cantor Equity Partners II, Inc.",2026-07-08,8-K,0001213900-26-076435,A,8k-text:merger:1;via-primary
0002036973,UY Scuti Acquisition Corp.,2025-07-24,8-K,0001185185-25-000845,A,8k-text:merger:3;via-primary
0002036973,UY Scuti Acquisition Corp.,2026-04-29,8-K,0001185185-26-001545,A,8k-text:merger:3;via-primary
0002037804,New Mountain Private Credit Fund,2024-12-19,8-K,0001628280-24-051944,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:1;via-primary
0002044009,Armada Acquisition Corp. II,2026-07-31,8-K,0001193125-26-328607,A,8k-text:merger:1;via-primary
0002047455,Quartzsea Acquisition Corp,2026-03-18,8-K,0001829126-26-002461,A,8k-text:merger:3;via-primary
0002049248,Lakeshore Acquisition III Corp.,2026-07-30,8-K,0001929980-26-000405,A,8k-text:merger:1;via-primary
0002056263,Columbus Circle Capital Corp. I,2025-07-28,8-K,0001213900-25-068239,A,8k-text:merger:1;via-primary
0002056263,Columbus Circle Capital Corp. I,2025-12-05,8-K,0001213900-25-118495,A,8k-text:merger:1;via-primary
0002057030,Axiom Intelligence Acquisition Corp 1,2026-05-29,8-K,0001213900-26-062446,A,8k-text:merger:1;via-primary
0002059654,Blue Acquisition Corp/Cayman,2026-03-19,8-K,0001185185-26-000991,A,8k-text:merger:1;via-primary
0002059654,Blue Acquisition Corp/Cayman,2026-05-07,8-K,0001185185-26-001744,A,8k-text:merger:1;via-primary
0002059654,Blue Acquisition Corp/Cayman,2026-06-30,8-K,0001185185-26-002723,A,8k-text:merger:1;via-primary
0002059654,Blue Acquisition Corp/Cayman,2026-07-31,8-K,0001185185-26-003212,A,8k-text:merger:1;via-primary
0002074973,Churchill Capital Corp XI,2026-06-24,8-K,0001213900-26-071287,A,8k-text:merger:4;target:1;acquirer:2;defence:1;via-primary
0002076163,"ProCap Financial, Inc.",2025-12-11,8-K,0001213900-25-120791,A,8k-text:merger:1;target:1;acquirer:2;defence:2;nonmerger:2;via-primary
0002076192,Westin Acquisition Corp,2026-07-29,8-K,0001213900-26-082408,A,8k-text:merger:1;target:2;acquirer:2;defence:1;via-primary
0002077033,Miluna Acquisition Corp,2026-04-27,8-K,0001493152-26-019055,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
